income_groups,age,gender,year,population
high_income,0.0,1.0,1950.0,7798286.0
high_income,0.0,1.0,1951.0,7739711.0
high_income,0.0,3.0,1952.0,7713905.0
high_income,0.0,1.0,1953.0,7722053.0
high_income,0.0,1.0,1954.0,7756149.0
high_income,0.0,3.0,1955.0,7816237.0
high_income,0.0,1.0,1956.0,7881285.0
high_income,0.0,1.0,1957.0,7963331.0
high_income,0.0,1.0,1958.0,8059561.0
high_income,0.0,1.0,1959.0,8145397.0
high_income,0.0,3.0,1961.0,8215856.0
high_income,0.0,1.0,1962.0,8246837.0
high_income,0.0,1.0,1964.0,8286815.0
high_income,0.0,1.0,1965.0,8226634.0
high_income,0.0,3.0,1967.0,7891497.0
high_income,0.0,1.0,1968.0,7879501.0
high_income,0.0,1.0,1969.0,7829859.0
high_income,0.0,1.0,1970.0,7847667.0
high_income,0.0,1.0,1971.0,7877076.0
high_income,0.0,1.0,1972.0,7788912.0
high_income,0.0,1.0,1973.0,7622554.0
high_income,0.0,1.0,1975.0,7380875.0
high_income,0.0,1.0,1976.0,7268090.0
high_income,0.0,1.0,1978.0,7252074.0
high_income,0.0,1.0,1980.0,7344529.0
high_income,0.0,1.0,1981.0,7325343.0
high_income,0.0,1.0,1983.0,7225239.0
high_income,0.0,1.0,1984.0,7137798.0
high_income,0.0,1.0,1986.0,7051079.0
high_income,0.0,1.0,1987.0,7041240.0
high_income,0.0,1.0,1988.0,7050006.0
high_income,0.0,1.0,1989.0,7094591.0
high_income_typo,0.0,1.0,1991.0,7135453.0
high_income,0.0,1.0,1992.0,7082019.0
high_income,0.0,1.0,1993.0,6993328.0
high_income,0.0,1.0,1994.0,6883434.0
high_income,0.0,1.0,1996.0,6716983.0
high_income,0.0,1.0,1998.0,6660832.0
high_income_typo,0.0,1.0,1999.0,6606375.0
high_income,0.0,1.0,2000.0,6617943.0
high_income,0.0,1.0,2001.0,6610135.0
high_income,0.0,1.0,2002.0,6528265.0
high_income,0.0,1.0,2004.0,6540396.0
high_income,0.0,1.0,2005.0,6559108.0
high_income,0.0,1.0,2008.0,6812714.0
high_income,0.0,1.0,2009.0,6826019.0
high_income,0.0,1.0,2010.0,6773564.0
high_income,0.0,1.0,2011.0,6703672.0
high_income,0.0,1.0,2012.0,6670392.0
high_income_typo,0.0,1.0,2013.0,6627748.0
high_income,0.0,1.0,2014.0,6601389.0
high_income,0.0,1.0,2015.0,6612729.0
high_income,0.0,1.0,2016.0,6604755.0
high_income,0.0,1.0,2017.0,6512293.0
high_income_typo,0.0,1.0,2018.0,6360084.0
high_income,0.0,1.0,2019.0,6236119.0
high_income,0.0,1.0,2020.0,6073742.0
high_income,0.0,1.0,2021.0,5985257.0
high_income,0.0,1.0,2022.0,5956472.0
high_income,0.0,1.0,2023.0,5851268.0
high_income,0.0,1.0,2024.0,5795663.0
high_income,0.0,1.0,2025.0,5795853.0
high_income,0.0,1.0,2026.0,5782153.0
high_income,0.0,3.0,2027.0,5774329.0
high_income,0.0,1.0,2029.0,5771383.0
high_income,0.0,1.0,2030.0,5775141.0
high_income,0.0,1.0,2031.0,5782764.0
high_income,0.0,1.0,2033.0,5814797.0
high_income,0.0,1.0,2035.0,5864759.0
high_income,0.0,1.0,2037.0,5926911.0
high_income,0.0,1.0,2038.0,5955303.0
high_income,0.0,1.0,2039.0,5982720.0
high_income,0.0,1.0,2041.0,6020481.0
high_income,0.0,1.0,2042.0,6030694.0
high_income,0.0,1.0,2043.0,6034469.0
high_income,0.0,1.0,2044.0,6031058.0
high_income,0.0,1.0,2045.0,6022514.0
high_income_typo,0.0,1.0,2047.0,5980051.0
high_income,0.0,1.0,2048.0,5951062.0
high_income,0.0,1.0,2049.0,5918053.0
high_income,0.0,1.0,2050.0,5883049.0
high_income,0.0,1.0,2051.0,5848233.0
high_income_typo,0.0,1.0,2052.0,5812109.0
high_income,0.0,1.0,2054.0,5742710.0
high_income,0.0,1.0,2055.0,5710662.0
high_income,0.0,1.0,2057.0,5661060.0
high_income,0.0,1.0,2058.0,5642672000.0
high_income,0.0,1.0,2059.0,5629090.0
high_income,0.0,1.0,2061.0,5618167.0
high_income_typo,0.0,1.0,2062.0,5618295.0
high_income,0.0,1.0,2063.0,5621700.0
high_income,0.0,1.0,2064.0,5629184.0
high_income,0.0,1.0,2065.0,5639888.0
high_income,0.0,1.0,2066.0,5653464.0
high_income,0.0,1.0,2069.0,5700372.0
high_income,0.0,1.0,2070.0,5716290.0
high_income,0.0,1.0,2071.0,5729327.0
high_income,0.0,1.0,2072.0,5740276.0
high_income,0.0,1.0,2074.0,5755593.0
high_income,0.0,3.0,2075.0,5762184.0
high_income,0.0,1.0,2077.0,5766482.0
high_income,0.0,3.0,2080.0,5751926.0
high_income,0.0,1.0,2081.0,5741854.0
high_income,0.0,1.0,2082.0,5730236.0
high_income,0.0,1.0,2083.0,5717376.0
high_income,0.0,1.0,2084.0,5703939.0
high_income,0.0,3.0,2085.0,5690744.0
high_income,0.0,1.0,2087.0,5667848.0
high_income,0.0,1.0,2088.0,5657492.0
high_income,0.0,1.0,2089.0,5649436.0
high_income,0.0,1.0,2090.0,5643484.0
